sku,price
1807 - 1,5.06
1807 - 3,14.112
1807 - 5,21.654
1807,5.06
1808 - 1,4.278
1808 - 3,8.96
1808 - 5,13.7484
1808,4.278
1809 - 1,4.8645
1809 - 3,13.5856
1809 - 5,20.8332
1809,4.8645
1810 - 1,6.693
1810 - 3,18.6928
1810 - 5,28.6632
1810,6.693
1811 - 1,5.9685
1811 - 3,12.488
1811 - 5,19.1484
1811,5.9685
1812 - 1,6.164
1812 - 3,17.2256
1812 - 5,26.4384
1812,6.164
1813 - 1,14.49
1813 - 3,40.8128
1813 - 5,63.774
1813,14.49
1814 - 1,6.3135
1814 - 3,17.64
1814 - 5,27.0756
1814,6.3135
1815 - 1,4.83
1815 - 3,13.496
1815 - 5,20.7036
1815,4.83
1816 - 1,6.3135
1816 - 3,17.64
1816 - 5,27.0756
1816,6.3135
1817 - 1,4.83
1817 - 3,13.496
1817 - 5,20.7036
1817,4.83
1818 - 1,6.3135
1818 - 3,17.64
1818 - 5,27.0756
1818,6.3135
1819 - 1,5.428
1819 - 3,15.1648
1819 - 5,23.2524
1819,5.428
1820 - 1,6.3135
1820 - 3,17.64
1820 - 5,27.0756
1820,6.3135
1821 - 1,6.164
1821 - 3,17.2256
1821 - 5,26.4384
1821,6.164
1822 - 1,14.835
1822 - 3,41.7984
1822 - 5,65.3076
1822,14.835
1823 - 1,5.796
1823 - 3,16.1952
1823 - 5,24.84
1823,5.796
1824 - 1,14.49
1824 - 3,40.8128
1824 - 5,63.774
1824,14.49
1825 - 1,8.234
1825 - 3,23.0272
1825 - 5,35.316
1825,8.234
1826 - 1,7.2795
1826 - 3,20.3504
1826 - 5,31.212
1826,7.2795
1827 - 1,4.577
1827 - 3,12.8016
1827 - 5,14.742
1827,4.577
1828 - 1,4.4275
1828 - 3,12.376
1828 - 5,18.9864
1828,4.4275
1829 - 1,6.164
1829 - 3,17.2256
1829 - 5,26.4384
1829,6.164
1830 - 1,10.787
1830 - 3,30.1504
1830 - 5,46.2564
1830,10.787
1831 - 1,17.066
1831 - 3,48.0816
1831 - 5,75.114
1831,17.066
1832 - 1,15.5365
1832 - 3,43.7584
1832 - 5,68.3748
1832,15.5365
1833 - 1,9.982
1833 - 3,27.9104
1833 - 5,42.822
1833,9.982
1834 - 1,7.337
1834 - 3,20.496
1834 - 5,23.5764
1834,7.337
1835 - 1,6.5435
1835 - 3,18.2672
1835 - 5,28.026
1835,6.5435
1836 - 1,11.3045
1836 - 3,31.5728
1836 - 5,48.4488
1836,11.3045
1837 - 1,7.337
1837 - 3,20.496
1837 - 5,23.5764
1837,7.337
1838 - 1,6.5435
1838 - 3,18.2672
1838 - 5,28.026
1838,6.5435
1839 - 1,11.3045
1839 - 3,31.5728
1839 - 5,48.4488
1839,11.3045
1840 - 1,4.1975
1840 - 3,11.7376
1840 - 5,18.0036
1840,4.1975
1841 - 1,7.2795
1841 - 3,20.3504
1841 - 5,31.212
1841,7.2795
1842 - 1,4.4275
1842 - 3,12.376
1842 - 5,18.9864
1842,4.4275
1843 - 1,6.164
1843 - 3,17.2256
1843 - 5,26.4384
1843,6.164
1844 - 1,4.4275
1844 - 3,12.376
1844 - 5,18.9864
1844,4.4275
1845 - 1,7.5095
1845 - 3,20.9776
1845 - 5,32.1948
1845,7.5095
1846 - 1,12.995
1846 - 3,36.6016
1846 - 5,57.1968
1846,12.995
1847 - 1,6.9115
1847 - 3,19.3088
1847 - 5,29.6244
1847,6.9115
1848 - 1,4.4275
1848 - 3,12.376
1848 - 5,18.9864
1848,4.4275
1849 - 1,5.796
1849 - 3,16.1952
1849 - 5,24.84
1849,5.796
1850 - 1,10.787
1850 - 3,30.1504
1850 - 5,46.2564
1850,10.787
1851 - 1,6.3135
1851 - 3,17.64
1851 - 5,27.0756
1851,6.3135
1852 - 1,9.039
1852 - 3,25.2672
1852 - 5,38.7612
1852,9.039
1853 - 1,21.4475
1853 - 3,60.4352
1853 - 5,94.4352
1853,21.4475
1854 - 1,6.164
1854 - 3,17.2256
1854 - 5,26.4384
1854,6.164
1855 - 1,9.6945
1855 - 3,27.104
1855 - 5,41.5692
1855,9.6945
1856 - 1,6.164
1856 - 3,17.2256
1856 - 5,26.4384
1856,6.164
1857 - 1,10.948
1857 - 3,30.5536
1857 - 5,46.8936
1857,10.948
1858 - 1,7.636
1858 - 3,16.016
1858 - 5,24.5592
1858,7.636
1859 - 1,6.3135
1859 - 3,17.64
1859 - 5,27.0756
1859,6.3135
1860 - 1,6.3135
1860 - 3,17.64
1860 - 5,27.0756
1860,6.3135
1861 - 1,5.0255
1861 - 3,10.584
1861 - 5,16.2108
1861,5.0255
1862 - 1,5.06
1862 - 3,14.112
1862 - 5,21.654
1862,5.06
1863 - 1,7.2795
1863 - 3,20.3504
1863 - 5,31.212
1863,7.2795
1864 - 1,6.9115
1864 - 3,19.3088
1864 - 5,29.6244
1864,6.9115
1865 - 1,7.0265
1865 - 3,19.6336
1865 - 5,22.6044
1865,7.0265
1866 - 1,6.164
1866 - 3,17.2256
1866 - 5,26.4384
1866,6.164
1867 - 1,7.0265
1867 - 3,19.6336
1867 - 5,22.6044
1867,7.0265
1868 - 1,7.0265
1868 - 3,19.6336
1868 - 5,22.6044
1868,7.0265
1869 - 1,6.164
1869 - 3,17.2256
1869 - 5,26.4384
1869,6.164
1870 - 1,5.3475
1870 - 3,14.952
1870 - 5,22.9284
1870,5.3475
1871 - 1,9.6945
1871 - 3,27.104
1871 - 5,41.5692
1871,9.6945
1872 - 1,7.2795
1872 - 3,20.3504
1872 - 5,31.212
1872,7.2795
1873 - 1,5.9685
1873 - 3,16.632
1873 - 5,19.1484
1873,5.9685
1874 - 1,3.98
1874 - 3,11.43
1874 - 5,13.65
1875 - 1,4.577
1875 - 3,12.8016
1875 - 5,14.742
1875,4.577
1876 - 1,4.577
1876 - 3,12.8016
1876 - 5,14.742
1876,4.577
1877 - 1,4.577
1877 - 3,12.8016
1877 - 5,14.742
1877,4.577
1878 - 1,6.693
1878 - 3,18.6928
1878 - 5,28.6632
1878,6.693
1879 - 1,5.359
1879 - 3,14.952
1879 - 5,17.1828
1879,5.359
1880 - 1,5.359
1880 - 3,14.952
1880 - 5,17.1828
1880,5.359
1881 - 1,5.359
1881 - 3,14.952
1881 - 5,17.1828
1881,5.359
1882 - 1,5.359
1882 - 3,14.952
1882 - 5,17.1828
1882,5.359
1883 - 1,5.359
1883 - 3,14.952
1883 - 5,17.1828
1883,5.359
1885 - 1,5.796
1885 - 3,16.1952
1885 - 5,24.84
1885,5.796
1886 - 1,5.796
1886 - 3,16.1952
1886 - 5,24.84
1886,5.796
1887 - 1,5.06
1887 - 3,14.112
1887 - 5,21.654
1887,5.06
1888 - 1,5.06
1888 - 3,14.112
1888 - 5,21.654
1888,5.06
1889 - 1,5.06
1889 - 3,14.112
1889 - 5,21.654
1889,5.06
1890 - 1,5.796
1890 - 3,16.1952
1890 - 5,24.84
1890,5.796
1891 - 1,6.693
1891 - 3,18.6928
1891 - 5,28.6632
1891,6.693
1892 - 1,7.636
1892 - 3,21.3472
1892 - 5,24.5592
1892,7.636
1893 - 1,7.636
1893 - 3,21.3472
1893 - 5,24.5592
1893,7.636
1894 - 1,5.9455
1894 - 3,16.6096
1894 - 5,25.4772
1894,5.9455
1895 - 1,7.636
1895 - 3,21.3472
1895 - 5,24.5592
1895,7.636
1896 - 1,7.636
1896 - 3,21.3472
1896 - 5,24.5592
1896,7.636
1897 - 1,7.636
1897 - 3,21.3472
1897 - 5,24.5592
1897,7.636
1898 - 1,5.9455
1898 - 3,16.6096
1898 - 5,25.4772
1898,5.9455
1899 - 1,5.9455
1899 - 3,16.6096
1899 - 5,25.4772
1899,5.9455
1900 - 1,6.164
1900 - 3,17.2256
1900 - 5,26.4384
1900,6.164
1901 - 1,5.566
1901 - 3,15.5792
1901 - 5,23.8896
1901,5.566
1902 - 1,5.566
1902 - 3,15.5792
1902 - 5,23.8896
1902,5.566
1904 - 1,5.566
1904 - 3,15.5792
1904 - 5,23.8896
1904,5.566
1905 - 1,6.946
1905 - 3,19.4096
1905 - 5,29.7648
1905,6.946
1906 - 1,6.946
1906 - 3,19.4096
1906 - 5,29.7648
1906,6.946
1907 - 1,6.946
1907 - 3,19.4096
1907 - 5,29.7648
1907,6.946
1908 - 1,5.566
1908 - 3,15.5792
1908 - 5,23.8896
1908,5.566
1910 - 1,6.946
1910 - 3,19.4096
1910 - 5,29.7648
1910,6.946
1911 - 1,6.946
1911 - 3,19.4096
1911 - 5,29.7648
1911,6.946
1912 - 1,6.946
1912 - 3,19.4096
1912 - 5,29.7648
1912,6.946
1913 - 1,6.946
1913 - 3,19.4096
1913 - 5,29.7648
1913,6.946
1914 - 1,6.946
1914 - 3,19.4096
1914 - 5,29.7648
1914,6.946
1915 - 1,6.946
1915 - 3,19.4096
1915 - 5,29.7648
1915,6.946
1916 - 1,6.946
1916 - 3,19.4096
1916 - 5,29.7648
1916,6.946
1917 - 1,6.946
1917 - 3,19.4096
1917 - 5,29.7648
1917,6.946
1918 - 1,6.946
1918 - 3,19.4096
1918 - 5,29.7648
1918,6.946
1919 - 1,7.337
1919 - 3,20.496
1919 - 5,23.5764
1919,7.337
1921 - 1,6.4515
1921 - 3,18.0544
1921 - 5,27.7128
1921,6.4515
1922 - 1,6.4515
1922 - 3,18.0544
1922 - 5,27.7128
1922,6.4515
1923 - 1,6.4515
1923 - 3,18.0544
1923 - 5,27.7128
1923,6.4515
1924 - 1,6.4515
1924 - 3,18.0544
1924 - 5,27.7128
1924,6.4515
1925 - 1,6.4515
1925 - 3,18.0544
1925 - 5,27.7128
1925,6.4515
1926 - 1,6.4515
1926 - 3,18.0544
1926 - 5,27.7128
1926,6.4515
1927 - 1,6.4515
1927 - 3,18.0544
1927 - 5,27.7128
1927,6.4515
1928 - 1,6.4515
1928 - 3,18.0544
1928 - 5,27.7128
1928,6.4515
