sku,price
1527 - 5,23.5764
1527,7.337
1528 - 1,6.946
1528 - 3,19.4096
1528 - 5,29.7648
1528,6.946
1529 - 1,4.3585
1529 - 3,12.1744
1529 - 5,18.6732
1529,4.3585
1530 - 1,6.946
1530 - 3,19.4096
1530 - 5,29.7648
1530,6.946
1531 - 1,5.0255
1531 - 3,10.584
1531 - 5,16.2108
1531,5.0255
1532 - 1,5.9455
1532 - 3,16.6096
1532 - 5,25.4772
1532,5.9455
1533 - 1,8.5215
1533 - 3,23.8448
1533 - 5,36.5688
1533,8.5215
1534 - 1,7.337
1534 - 3,15.3664
1534 - 5,23.5764
1534,7.337
1535 - 1,6.4515
1535 - 3,18.0544
1535 - 5,27.7128
1535,6.4515
1536 - 1,3.358
1536 - 3,7.0448
1536 - 5,14.4072
1536,3.358
1537 - 1,5.359
1537 - 3,11.2112
1537 - 5,17.1828
1537,5.359
1538 - 1,3.0015
1538 - 3,6.2832
1538 - 5,9.6444
1538,3.0015
1539 - 1,5.359
1539 - 3,11.2112
1539 - 5,17.1828
1539,5.359
1540 - 1,7.498
1540 - 3,15.68
1540 - 5,24.0624
1540,7.498
1541 - 1,3.9675
1541 - 3,8.3328
1541 - 5,12.7764
1541,3.9675
1542 - 1,4.1975
1542 - 3,11.7376
1542 - 5,18.0036
1542,4.1975
1543 - 1,3.9675
1543 - 3,8.3328
1543 - 5,12.7764
1543,3.9675
1544 - 1,7.2105
1544 - 3,20.1376
1544 - 5,30.8988
1544,7.2105
1545 - 1,3.358
1545 - 3,7.0448
1545 - 5,10.8108
1545,3.358
1546 - 1,6.1065
1546 - 3,12.8016
1546 - 5,19.6452
1546,6.1065
1547 - 1,4.6805
1547 - 3,13.0816
1547 - 5,20.0664
1547,4.6805
1548 - 1,5.566
1548 - 3,15.5792
1548 - 5,23.8896
1548,5.566
1549 - 1,3.9675
1549 - 3,8.3328
1549 - 5,12.7764
1549,3.9675
1550 - 1,4.1975
1550 - 3,11.7376
1550 - 5,18.0036
1550,4.1975
1551 - 1,3.0015
1551 - 3,6.2832
1551 - 5,9.6444
1551,3.0015
1552 - 1,6.555
1552 - 3,13.776
1552 - 5,21.114
1552,6.555
1553 - 1,4.278
1553 - 3,8.96
1553 - 5,13.7484
1553,4.278
1554 - 1,6.4515
1554 - 3,18.0544
1554 - 5,27.7128
1554,6.4515
1555 - 1,5.359
1555 - 3,11.2112
1555 - 5,17.1828
1555,5.359
1556 - 1,4.6805
1556 - 3,13.0816
1556 - 5,20.0664
1556,4.6805
1557 - 1,8.027
1557 - 3,22.4
1557 - 5,34.3872
1557,8.027
1558 - 1,5.359
1558 - 3,11.2112
1558 - 5,17.1828
1558,5.359
1559 - 1,4.6805
1559 - 3,13.0816
1559 - 5,20.0664
1559,4.6805
1560 - 1,8.027
1560 - 3,22.4
1560 - 5,34.3872
1560,8.027
1561 - 1,6.1065
1561 - 3,12.8016
1561 - 5,19.6452
1561,6.1065
1562 - 1,5.2095
1562 - 3,14.5264
1562 - 5,22.302
1562,5.2095
1563 - 1,9.108
1563 - 3,25.4688
1563 - 5,39.0636
1563,9.108
1564 - 1,1.725
1564 - 3,3.64
1564 - 5,5.5728
1564,1.725
1565 - 1,2.829
1565 - 3,5.936
1565 - 5,9.1044
1565,2.829
1566 - 1,1.495
1566 - 3,3.1472
1566 - 5,4.8276
1566,1.495
1567 - 1,2.4955
1567 - 3,5.2416
1567 - 5,8.0352
1567,2.4955
1568 - 1,1.495
1568 - 3,3.1472
1568 - 5,6.426
1568,1.495
1569 - 1,2.829
1569 - 3,5.936
1569 - 5,9.1044
1569,2.829
1570 - 1,1.8285
1570 - 3,3.8416
1570 - 5,5.8968
1570,1.8285
1571 - 1,8.2455
1571 - 3,17.2928
1571 - 5,26.5248
1571,8.2455
1572 - 1,5.0255
1572 - 3,10.584
1572 - 5,16.2108
1572,5.0255
1573 - 1,7.636
1573 - 3,16.016
1573 - 5,24.5592
1573,7.636
1574 - 1,6.8885
1574 - 3,14.4032
1574 - 5,29.484
1574,6.8885
1575 - 1,5.9455
1575 - 3,16.6096
1575 - 5,25.4772
1575,5.9455
1576 - 1,5.359
1576 - 3,11.2112
1576 - 5,17.1828
1576,5.359
1577 - 1,4.83
1577 - 3,13.496
1577 - 5,20.7036
1577,4.83
1578 - 1,8.027
1578 - 3,22.4
1578 - 5,34.3872
1578,8.027
1579 - 1,5.359
1579 - 3,11.2112
1579 - 5,17.1828
1579,5.359
1580 - 1,4.83
1580 - 3,13.496
1580 - 5,20.7036
1580,4.83
1581 - 1,8.027
1581 - 3,22.4
1581 - 5,34.3872
1581,8.027
1582 - 1,5.359
1582 - 3,11.2112
1582 - 5,17.1828
1582,5.359
1583 - 1,4.83
1583 - 3,13.496
1583 - 5,20.7036
1583,4.83
1584 - 1,8.027
1584 - 3,22.4
1584 - 5,34.3872
1584,8.027
1585 - 1,5.9455
1585 - 3,16.6096
1585 - 5,25.4772
1585,5.9455
1586 - 1,12.029
1586 - 3,33.6224
1586 - 5,51.57
1586,12.029
1587 - 1,7.636
1587 - 3,16.016
1587 - 5,24.5592
1587,7.636
1588 - 1,5.796
1588 - 3,16.1952
1588 - 5,24.84
1588,5.796
1589 - 1,5.359
1589 - 3,11.2112
1589 - 5,17.1828
1589,5.359
1590 - 1,4.2
1590 - 3,12.05
1590,4.2
1591 - 1,5.359
1591 - 3,14.952
1591 - 5,17.1828
1591,5.359
1592 - 1,4.83
1592 - 3,13.496
1592 - 5,20.7036
1592,4.83
1593 - 1,2.4955
1593 - 3,6.9888
1593 - 5,8.0352
1593,2.4955
1594 - 1,7.636
1594 - 3,21.3472
1594 - 5,24.5592
1594,7.636
1595 - 1,4.577
1595 - 3,12.8016
1595 - 5,14.742
1595,4.577
1596 - 1,4.3585
1596 - 3,12.1744
1596 - 5,18.6732
1596,4.3585
1597 - 1,4.577
1597 - 3,12.8016
1597 - 5,14.742
1597,4.577
1598 - 1,4.3585
1598 - 3,12.1744
1598 - 5,18.6732
1598,4.3585
1599 - 1,6.946
1599 - 3,19.4096
1599 - 5,29.7648
1599,6.946
1600 - 1,4.577
1600 - 3,12.8016
1600 - 5,14.742
1600,4.577
1601 - 1,4.3585
1601 - 3,12.1744
1601 - 5,18.6732
1601,4.3585
1602 - 1,6.946
1602 - 3,19.4096
1602 - 5,29.7648
1602,6.946
1603 - 1,2.162
1603 - 3,4.536
1603 - 5,9.288
1603,2.162
1604 - 1,6.555
1604 - 3,13.776
1604 - 5,21.114
1604,6.555
1605 - 1,4.968
1605 - 3,13.9104
1605 - 5,21.3408
1605,4.968
1606 - 1,7.8085
1606 - 3,21.7952
1606 - 5,33.4476
1606,7.8085
1607 - 1,0.828
1607 - 3,1.7472
1607 - 5,2.6784
1607,0.828
1608 - 1,2.4955
1608 - 3,5.2416
1608 - 5,8.0352
1608,2.4955
1609 - 1,3.6685
1609 - 3,7.6832
1609 - 5,15.714
1609,3.6685
1610 - 1,2.829
1610 - 3,5.936
1610 - 5,9.1044
1610,2.829
1611 - 1,5.8075
1611 - 3,12.1744
1611 - 5,18.6732
1611,5.8075
1612 - 1,5.497
1612 - 3,15.3664
1612 - 5,23.5764
1612,5.497
1613 - 1,1.495
1613 - 3,3.1472
1613 - 5,4.8276
1613,1.495
1614 - 1,4.577
1614 - 3,9.6096
1614 - 5,14.742
1614,4.577
1615 - 1,5.359
1615 - 3,11.2112
1615 - 5,22.9068
1615,5.359
1616 - 1,2.4955
1616 - 3,5.2416
1616 - 5,8.0352
1616,2.4955
1617 - 1,5.198
1617 - 3,10.8976
1617 - 5,16.7076
1617,5.198
1618 - 1,4.1975
1618 - 3,11.7376
1618 - 5,18.0036
1618,4.1975
1619 - 1,3.9675
1619 - 3,8.3328
1619 - 5,12.7764
1619,3.9675
1620 - 1,1.8285
1620 - 3,3.8416
1620 - 5,5.8968
1620,1.8285
1621 - 1,1.6675
1621 - 3,3.4944
1621 - 5,7.1496
1621,1.6675
1622 - 1,3.358
1622 - 3,7.0448
1622 - 5,10.8108
1622,3.358
1623 - 1,5.8075
1623 - 3,12.1744
1623 - 5,18.6732
1623,5.8075
1624 - 1,5.359
1624 - 3,11.2112
1624 - 5,17.1828
1624,5.359
1625 - 1,5.198
1625 - 3,10.8976
1625 - 5,16.7076
1625,5.198
1626 - 1,2.829
1626 - 3,5.936
1626 - 5,9.1044
1626,2.829
1627 - 1,4.577
1627 - 3,9.6096
1627 - 5,19.6452
1627,4.577
1628 - 1,6.095
1628 - 3,17.024
1628 - 5,26.1144
1628,6.095
1629 - 1,41.055
1629 - 3,117.712
1629 - 5,185.5656
1629,41.055
1630 - 1,41.055
1630 - 3,117.712
1630 - 5,185.5656
1630,41.055
1631 - 1,41.055
1631 - 3,117.712
1631 - 5,185.5656
1631,41.055
1632 - 1,41.055
1632 - 3,117.712
1632 - 5,185.5656
1632,41.055
1633 - 1,14.835
1633 - 3,41.7984
1633 - 5,65.3076
1633,14.835
1634 - 1,40.9285
1634 - 3,117.32
1634 - 5,184.9716
1634,40.9285
1635 - 1,36.2595
1635 - 3,103.9808
1635 - 5,163.9116
1635,36.2595
1636 - 1,22.908
1636 - 3,64.5568
1636 - 5,100.872
1636,22.908
1637 - 1,25.691
1637 - 3,73.6512
1637 - 5,116.1
1637,25.691
1638 - 1,26.4155
1638 - 3,75.7456
1638 - 5,119.4048
1638,26.4155
1639 - 1,23.3335
1639 - 3,65.7328
1639 - 5,102.7188
1639,23.3335
1640 - 1,13.1215
1640 - 3,36.6688
1640 - 5,56.2572
1640,13.1215
1641 - 1,9.6945
1641 - 3,27.104
1641 - 5,41.5692
1641,9.6945
1642 - 1,25.7025
1642 - 3,72.408
1642 - 5,113.13
1642,25.7025
1643 - 1,25.5645
1643 - 3,72.016
1643 - 5,112.5252
1643,25.5645
1644 - 1,25.5645
1644 - 3,72.016
1644 - 5,112.5252
1644,25.5645
1645 - 1,25.5645
1645 - 3,72.016
1645 - 5,112.5252
1645,25.5645
1646 - 1,25.5645
1646 - 3,72.016
1646 - 5,112.5252
1646,25.5645
1647 - 1,17.066
1647 - 3,48.0816
1647 - 5,75.114
1647,17.066
1648 - 1,15.111
1648 - 3,42.5824
1648 - 5,66.528
1648,15.111
1649 - 1,17.411
1649 - 3,49.0672
1649 - 5,76.6476
1649,17.411
1650 - 1,12.3165
1650 - 3,34.44
1650 - 5,52.8228
1650,12.3165
1651 - 1,7.8775
1651 - 3,22.008
1651 - 5,33.7608
1651,7.8775
1652 - 1,6.4515
1652 - 3,18.0544
1652 - 5,27.7128
1652,6.4515
1653 - 1,10.948
1653 - 3,30.5536
1653 - 5,46.8936
1653,10.948
1654 - 1,27.945
1654 - 3,80.1248
1654 - 5,126.3168
1654,27.945
1655 - 1,31.28
1655 - 3,89.6672
1655 - 5,141.3612
1655,31.28
1656 - 1,24.0235
1656 - 3,67.704
1656 - 5,105.7752
1656,24.0235
1657 - 1,20.5505
1657 - 3,57.8816
1657 - 5,90.45
1657,20.5505
1658 - 1,20.5505
1658 - 3,57.8816
1658 - 5,90.45
1658,20.5505
1659 - 1,27.945
1659 - 3,80.1248
1659 - 5,126.3168
1659,27.945
1660 - 1,27.945
1660 - 3,80.1248
1660 - 5,126.3168
1660,27.945
1661 - 1,31.28
1661 - 3,89.6672
1661 - 5,141.3612
1661,31.28
1662 - 1,24.173
1662 - 3,68.0848
1662 - 5,106.3908
1662,24.173
1663 - 1,11.109
1663 - 3,20.6976
1663 - 5,28.5768
1663,11.109
1664 - 1,6.3135
1664 - 3,17.64
1664 - 5,27.0756
1664,6.3135
1665 - 1,8.2455
1665 - 3,17.2928
1665 - 5,26.5248
1665,8.2455
1666 - 1,8.2455
1666 - 3,17.2928
1666 - 5,26.5248
1666,8.2455
1667 - 1,8.2455
1667 - 3,17.2928
1667 - 5,26.5248
1667,8.2455
1668 - 1,6.578
1668 - 3,14.4144
1668 - 5,23.166
1668,6.578
1669 - 1,8.2455
1669 - 3,17.2928
1669 - 5,35.3592
1669,8.2455
1670 - 1,7.2105
1670 - 3,20.1376
1670 - 5,30.8988
1670,7.2105
1671 - 1,7.2105
1671 - 3,20.1376
1671 - 5,30.8988
1671,7.2105
1672 - 1,6.3135
1672 - 3,17.64
1672 - 5,27.0756
1672,6.3135
1673 - 1,6.3135
1673 - 3,17.64
1673 - 5,27.0756
1673,6.3135
1674 - 1,4.508
1674 - 3,12.5888
1674 - 5,19.3212
1674,4.508
1675 - 1,10.948
1675 - 3,30.5536
1675 - 5,46.8936
1675,10.948
1676 - 1,10.948
1676 - 3,30.5536
1676 - 5,46.8936
1676,10.948
1677 - 1,8.97
1677 - 3,25.0544
1677 - 5,38.448
1677,8.97
1678 - 1,6.3135
1678 - 3,17.64
1678 - 5,27.0756
1678,6.3135
1679 - 1,10.948
1679 - 3,30.5536
1679 - 5,46.8936
1679,10.948
1680 - 1,10.948
1680 - 3,30.5536
1680 - 5,46.8936
1680,10.948
1681 - 1,10.948
1681 - 3,30.5536
1681 - 5,46.8936
1681,10.948
1682 - 1,10.948
1682 - 3,30.5536
1682 - 5,46.8936
1682,10.948
1683 - 1,10.948
1683 - 3,30.5536
1683 - 5,46.8936
1683,10.948
1684 - 1,4.508
1684 - 3,12.5888
1684 - 5,19.3212
1684,4.508
1685 - 1,4.508
1685 - 3,12.5888
1685 - 5,19.3212
1685,4.508
1686 - 1,4.508
1686 - 3,12.5888
1686 - 5,19.3212
1686,4.508
1687 - 1,5.3475
1687 - 3,14.952
1687 - 5,22.9284
1687,5.3475
1688 - 1,4.6805
1688 - 3,13.0816
1688 - 5,20.0664
1688,4.6805
1689 - 1,6.164
1689 - 3,17.2256
1689 - 5,26.4384
1689,6.164
1690 - 1,4.6805
1690 - 3,13.0816
1690 - 5,20.0664
1690,4.6805
1691 - 1,4.6805
1691 - 3,13.0816
1691 - 5,20.0664
1691,4.6805
1692 - 1,9.3265
1692 - 3,26.0736
1692 - 5,40.0032
1692,9.3265
1693 - 1,12.604
1693 - 3,35.2464
1693 - 5,54.0648
1693,12.604
1694 - 1,9.3265
1694 - 3,26.0736
1694 - 5,40.0032
1694,9.3265
1695 - 1,12.604
1695 - 3,35.2464
1695 - 5,54.0648
1695,12.604
1696 - 1,9.3265
1696 - 3,26.0736
1696 - 5,40.0032
1696,9.3265
1697 - 1,9.3265
1697 - 3,26.0736
1697 - 5,40.0032
1697,9.3265
1698 - 1,9.3265
1698 - 3,26.0736
1698 - 5,40.0032
1698,9.3265
1699 - 1,9.3265
1699 - 3,26.0736
1699 - 5,40.0032
1699,9.3265
1700 - 1,9.3265
1700 - 3,26.0736
1700 - 5,40.0032
1700,9.3265
1701 - 1,6.164
1701 - 3,17.2256
1701 - 5,26.4384
1701,6.164
1702 - 1,6.164
1702 - 3,17.2256
1702 - 5,26.4384
1702,6.164
1703 - 1,6.164
1703 - 3,17.2256
1703 - 5,26.4384
1703,6.164
1704 - 1,6.164
1704 - 3,17.2256
1704 - 5,26.4384
1704,6.164
1705 - 1,6.164
1705 - 3,17.2256
1705 - 5,26.4384
1705,6.164
1706 - 1,5.9455
1706 - 3,16.6096
1706 - 5,25.4772
1706,5.9455
1707 - 1,8.6825
1707 - 3,24.2368
1707 - 5,37.1952
1707,8.6825
1708 - 1,8.6825
1708 - 3,24.2368
1708 - 5,37.1952
1708,8.6825
1709 - 1,8.6825
1709 - 3,24.2368
1709 - 5,37.1952
1709,8.6825
1710 - 1,8.2455
1710 - 3,23.0496
1710 - 5,26.5248
1710,8.2455
1711 - 1,8.2455
1711 - 3,23.0496
1711 - 5,26.5248
1711,8.2455
1712 - 1,8.2455
1712 - 3,23.0496
1712 - 5,26.5248
1712,8.2455
1713 - 1,8.2455
1713 - 3,23.0496
1713 - 5,26.5248
1713,8.2455
1714 - 1,8.2455
1714 - 3,23.0496
1714 - 5,26.5248
1714,8.2455
1715 - 1,5.9455
1715 - 3,16.6096
1715 - 5,25.4772
1715,5.9455
1716 - 1,13.133
1716 - 3,37.0048
1716 - 5,57.8232
1716,13.133
1717 - 1,22.287
1717 - 3,62.7872
1717 - 5,98.118
1717,22.287
1718 - 1,39.928
1718 - 3,114.464
1718 - 5,180.4572
1718,39.928
1719 - 1,6.693
1719 - 3,18.6928
1719 - 5,28.6632
1719,6.693
1720 - 1,24.955
1720 - 3,71.5344
1720 - 5,112.7844
1720,24.955
1721 - 1,46.575
1721 - 3,133.5488
1721 - 5,210.5352
1721,46.575
1722 - 1,6.693
1722 - 3,18.6928
1722 - 5,28.6632
1722,6.693
1723 - 1,13.9265
1723 - 3,39.2448
1723 - 5,61.3224
1723,13.9265
1724 - 1,4.83
1724 - 3,13.496
1724 - 5,20.7036
1724,4.83
1725 - 1,13.9265
1725 - 3,39.2448
1725 - 5,61.3224
1725,13.9265
1726 - 1,24.955
1726 - 3,71.5344
1726 - 5,112.7844
1726,24.955
1727 - 1,6.417
1727 - 3,17.9312
1727 - 5,20.6388
1727,6.417
1728 - 1,6.946
1728 - 3,19.4096
1728 - 5,29.7648
1728,6.946
1729 - 1,10.948
1729 - 3,30.5536
1729 - 5,46.8936
1729,10.948
1730 - 1,20.8955
1730 - 3,58.8672
1730 - 5,91.9836
1730,20.8955
1731 - 1,9.4875
1731 - 3,26.488
1731 - 5,40.6296
1731,9.4875
1732 - 1,5.359
1732 - 3,14.952
1732 - 5,17.1828
1732,5.359
1733 - 1,4.83
1733 - 3,13.496
1733 - 5,20.7036
1733,4.83
1734 - 1,3.9675
1734 - 3,11.0992
1734 - 5,12.7764
1734,3.9675
1735 - 1,6.4515
1735 - 3,18.0544
1735 - 5,27.7128
1735,6.4515
1736 - 1,3.358
1736 - 3,9.3968
1736 - 5,10.8108
1736,3.358
1737 - 1,5.359
1737 - 3,14.952
1737 - 5,17.1828
1737,5.359
1738 - 1,6.3135
1738 - 3,17.64
1738 - 5,27.0756
1738,6.3135
1739 - 1,12.029
1739 - 3,33.6224
1739 - 5,51.57
1739,12.029
1740 - 1,4.577
1740 - 3,12.8016
1740 - 5,14.742
1740,4.577
1741 - 1,9.108
1741 - 3,25.4688
1741 - 5,39.0636
1741,9.108
1742 - 1,6.417
1742 - 3,17.9312
1742 - 5,20.6388
1742,6.417
1743 - 1,5.566
1743 - 3,15.5792
1743 - 5,23.8896
1743,5.566
1744 - 1,5.6465
1744 - 3,15.7808
1744 - 5,24.2028
1744,5.6465
1745 - 1,9.982
1745 - 3,27.9104
1745 - 5,42.822
1745,9.982
1746 - 1,6.417
1746 - 3,17.9312
1746 - 5,20.6388
1746,6.417
1747 - 1,6.693
1747 - 3,18.6928
1747 - 5,28.6632
1747,6.693
1748 - 1,5.198
1748 - 3,14.5152
1748 - 5,16.7076
1748,5.198
1749 - 1,7.636
1749 - 3,21.3472
1749 - 5,24.5592
1749,7.636
1750 - 1,5.8075
1750 - 3,16.2176
1750 - 5,18.6732
1750,5.8075
1751 - 1,6.4515
1751 - 3,18.0544
1751 - 5,27.7128
1751,6.4515
1752 - 1,3.6685
1752 - 3,10.248
1752 - 5,11.7828
1752,3.6685
1753 - 1,3.358
1753 - 3,9.3968
1753 - 5,10.8108
1753,3.358
1754 - 1,6.417
1754 - 3,17.9312
1754 - 5,20.6388
1754,6.417
1755 - 1,5.0255
1755 - 3,14.1008
1755 - 5,16.2108
1755,5.0255
1756 - 1,5.428
1756 - 3,15.1648
1756 - 5,23.2524
1756,5.428
1757 - 1,3.358
1757 - 3,9.3968
1757 - 5,10.8108
1757,3.358
1758 - 1,5.9685
1758 - 3,16.632
1758 - 5,19.1484
1758,5.9685
1759 - 1,5.6695
1759 - 3,15.7808
1759 - 5,18.1872
1759,5.6695
1760 - 1,5.6465
1760 - 3,15.7808
1760 - 5,24.2028
1760,5.6465
1761 - 1,3.358
1761 - 3,9.3968
1761 - 5,10.8108
1761,3.358
1762 - 1,5.9685
1762 - 3,16.632
1762 - 5,19.1484
1762,5.9685
1763 - 1,6.4515
1763 - 3,18.0544
1763 - 5,27.7128
1763,6.4515
1764 - 1,6.946
1764 - 3,19.4096
1764 - 5,29.7648
1764,6.946
1765 - 1,6.555
1765 - 3,18.368
1765 - 5,21.114
1765,6.555
1766 - 1,2.4955
1766 - 3,6.9888
1766 - 5,8.0352
1766,2.4955
1767 - 1,2.4955
1767 - 3,6.9888
1767 - 5,8.0352
1767,2.4955
1768 - 1,5.6695
1768 - 3,15.7808
1768 - 5,18.1872
1768,5.6695
1769 - 1,3.6685
1769 - 3,10.248
1769 - 5,11.7828
1769,3.6685
1770 - 1,5.566
1770 - 3,15.5792
1770 - 5,23.8896
1770,5.566
1771 - 1,4.163
1771 - 3,11.648
1771 - 5,17.8632
1771,4.163
1772 - 1,6.1065
1772 - 3,12.8016
1772 - 5,19.6452
1772,6.1065
1773 - 1,5.9455
1773 - 3,16.6096
1773 - 5,25.4772
1773,5.9455
1774 - 1,5.9455
1774 - 3,16.6096
1774 - 5,25.4772
1774,5.9455
1775 - 1,5.2095
1775 - 3,14.5264
1775 - 5,22.302
1775,5.2095
1776 - 1,5.2095
1776 - 3,14.5264
1776 - 5,22.302
1776,5.2095
1777 - 1,4.83
1777 - 3,13.496
1777 - 5,20.7036
1777,4.83
1778 - 1,4.83
1778 - 3,13.496
1778 - 5,20.7036
1778,4.83
1779 - 1,4.83
1779 - 3,13.496
1779 - 5,20.7036
1779,4.83
1780 - 1,4.83
1780 - 3,13.496
1780 - 5,20.7036
1780,4.83
1781 - 1,4.83
1781 - 3,13.496
1781 - 5,20.7036
1781,4.83
1782 - 1,4.83
1782 - 3,13.496
1782 - 5,20.7036
1782,4.83
1783 - 1,6.9115
1783 - 3,19.3088
1783 - 5,29.6244
1783,6.9115
1784 - 1,13.524
1784 - 3,38.1024
1784 - 5,59.5404
1784,13.524
1785 - 1,5.796
1785 - 3,16.1952
1785 - 5,24.84
1785,5.796
1786 - 1,6.555
1786 - 3,18.368
1786 - 5,21.114
1786,6.555
1787 - 1,4.83
1787 - 3,13.496
1787 - 5,20.7036
1787,4.83
1788 - 1,6.2445
1788 - 3,17.5168
1788 - 5,20.142
1788,6.2445
1789 - 1,7.636
1789 - 3,21.3472
1789 - 5,24.5592
1789,7.636
1790 - 1,7.337
1790 - 3,20.496
1790 - 5,23.5764
1790,7.337
1791 - 1,6.2445
1791 - 3,17.5168
1791 - 5,20.142
1791,6.2445
1792 - 1,6.2445
1792 - 3,17.5168
1792 - 5,20.142
1792,6.2445
1793 - 1,5.566
1793 - 3,15.5792
1793 - 5,23.8896
1793,5.566
1794 - 1,10.948
1794 - 3,30.5536
1794 - 5,46.8936
1794,10.948
1795 - 1,6.8885
1795 - 3,19.1968
1795 - 5,22.1076
1795,6.8885
1796 - 1,8.3375
1796 - 3,23.2848
1796 - 5,26.7948
1796,8.3375
1797 - 1,5.796
1797 - 3,16.1952
1797 - 5,24.84
1797,5.796
1798 - 1,7.636
1798 - 3,21.3472
1798 - 5,24.5592
1798,7.636
1799 - 1,7.636
1799 - 3,21.3472
1799 - 5,24.5592
1799,7.636
1800 - 1,6.164
1800 - 3,17.2256
1800 - 5,26.4384
1800,6.164
1801 - 1,8.97
1801 - 3,25.0544
1801 - 5,38.448
1801,8.97
1802 - 1,14.2715
1802 - 3,40.2304
1802 - 5,62.856
1802,14.2715
1803 - 1,4.6805
1803 - 3,13.0816
1803 - 5,20.0664
1803,4.6805
1804 - 1,4.577
1804 - 3,9.6096
1804 - 5,19.6452
1804,4.577
1805 - 1,4.4275
1805 - 3,12.376
1805 - 5,18.9864
1805,4.4275
1806 - 1,4.577
1806 - 3,9.6096
1806 - 5,14.742
1806,4.577
