sku,price
850 - 60,123.6256
850 - 90,175.4028
850,64.676
851 - 30,87.676
851 - 60,167.5744
851 - 90,237.7728
851,87.676
852 - 30,93.426
852 - 60,178.5616
852 - 90,253.368
852,93.426
861 - 30,10.1545
861 - 60,18.1104
861 - 90,24.5484
861,10.1545
862 - 30,18.515
862 - 60,34.16
862 - 90,48.0384
862,18.515
872 - 60,25.875
872 - 90,37.0832
872 - 120,46.7748
872,25.875
874 - 30,11.1665
874 - 60,19.9024
874 - 90,26.9784
874,11.1665
875 - 30,15.2375
875 - 60,26.8688
875 - 90,37.7892
875,15.2375
878 - 30,5.0025
878 - 60,8.9376
878 - 90,12.3336
878,5.0025
879 - 30,8.51
879 - 60,15.1648
879 - 90,20.5632
879,8.51
880 - 30,12.282
880 - 60,21.4704
880 - 90,29.6568
880,12.282
881 - 30,15.019
881 - 60,27.6864
881 - 90,38.9448
881,15.019
883 - 32,81.006
883 - 64,154.784
883 - 128,298.5336
883,30.797
884 - 1,8.3375
884 - 3,21.3472
884 - 6,38.5776
884,8.3375
885 - 30,1.794
885 - 60,3.3488
885 - 90,4.6332
885,1.794
886 - 30,2.921
886 - 60,5.432
886 - 90,7.1928
886,2.921
887 - 30,4.6115
887 - 60,8.2432
887 - 90,11.394
887,4.6115
888 - 30,5.7845
888 - 60,10.304
888 - 90,13.6188
888,5.7845
932 - 1,15.318
932 - 3,42.3808
932 - 6,79.4772
932,15.318
933 - 1,7.13
933 - 3,18.2672
933 - 6,33.0264
933,7.13
934 - 30,14.421
934 - 60,25.4352
934 - 90,35.7588
934,14.421
935 - 1,7.13
935 - 3,18.2672
935 - 6,33.0264
935,7.13
936 - 30,13.064
936 - 60,23.0496
936 - 90,32.4108
936,13.064
937 - 30,15.318
937 - 60,28.2576
937 - 90,39.7332
937,15.318
938 - 30,7.2795
938 - 60,12.992
938 - 90,17.1612
938,7.2795
939 - 30,29.1065
939 - 60,55.6192
939 - 90,78.9372
939,29.1065
940 - 30,52.8195
940 - 60,100.9568
940 - 90,143.2404
940,52.8195
999 - 1,3.6685
999 - 3,9.8224
999 - 6,17.2908
999,3.6685
1000 - 1,11.178
1000 - 3,29.344
1000 - 6,54.0108
1000,11.178
1001 - 1,15.318
1001 - 3,42.3808
1001 - 6,79.4772
1001,15.318
1002 - 30,6.6815
1002 - 60,11.9504
1002 - 90,15.768
1002,6.6815
1009 - 30,224.572
1009 - 60,429.24
1009 - 90,609.0552
1009,224.572
1019 - 1,68.9885
1019 - 3,197.792
1019 - 6,374.1984
1019,68.9885
1021 - 30,28.037
1021 - 60,53.5696
1021 - 90,75.9996
1021,28.037
1022 - 1,18.3885
1022 - 3,50.8592
1022 - 6,95.364
1022,18.3885
1023 - 100,35.926
1023 - 200,67.2
1023,35.926
1030 - 30,4.7725
1030 - 60,8.5344
1030 - 90,11.7828
1030,4.7725
1034 - 30,11.3275
1034 - 60,20.1824
1034 - 90,27.3348
1034,11.3275
1089 - 30,14.375
1089 - 60,25.3456
1089 - 90,35.6508
1089,14.375
1090 - 30,21.574
1090 - 60,40.5104
1090 - 90,56.9808
1090,21.574
1091 - 30,27.255
1091 - 60,52.0912
1091 - 90,73.9044
1091,27.255
1094 - 30,2.5875
1094 - 60,4.816
1094 - 90,6.642
1094,2.5875
1095 - 30,4.186
1095 - 60,7.4704
1095 - 90,10.2924
1095,4.186
1098 - 1,2.484
1098 - 3,6.9216
1098 - 6,12.204
1098,2.484
1102 - 30,14.421
1102 - 60,25.4352
1102 - 90,35.7588
1102,14.421
1103 - 30,11.3275
1103 - 60,20.1824
1103 - 90,27.3348
1103,11.3275
1105 - 30,14.421
1105 - 60,25.4352
1105 - 90,35.7588
1105,14.421
1107 - 30,8.0845
1107 - 60,14.4144
1107 - 90,19.0404
1107,8.0845
1108 - 30,10.1545
1108 - 60,18.1104
1108 - 90,24.5484
1108,10.1545
1109 - 30,1.863
1109 - 60,3.472
1109 - 90,4.8168
1109,1.863
1110 - 30,10.81
1110 - 60,19.264
1110 - 90,26.136
1110,10.81
1111 - 30,3.68
1111 - 60,6.8656
1111 - 90,9.0828
1111,3.68
1112 - 30,6.532
1112 - 60,11.648
1112 - 90,15.39
1112,6.532
1113 - 100,9.2345
1113 - 200,17.2032
1113 - 300,23.7492
1113,9.2345
1114 - 100,10.143
1114 - 200,18.0768
1114 - 300,24.4944
1114,10.143
1115 - 100,10.143
1115 - 200,18.0768
1115 - 300,24.4944
1115,10.143
1116 - 28,27.3125
1116 - 56,52.192
1116 - 84,74.0556
1116,27.3125
1117 - 1,3.6685
1117 - 3,9.8224
1117 - 6,17.2908
1117,3.6685
1132 - 30,2.0815
1132 - 60,3.8976
1132 - 90,5.3676
1132,2.0815
1139 - 30,10.0625
1139 - 60,17.9312
1139 - 90,24.3
1139,10.0625
1140 - 30,14.421
1140 - 60,25.4352
1140 - 90,35.7588
1140,14.421
1141 - 30,34.4885
1141 - 60,65.9344
1141 - 90,93.5496
1141,34.4885
1142 - 30,22.103
1142 - 60,41.5408
1142 - 90,58.4064
1142,22.103
1143 - 1,35.926
1143 - 3,103.0176
1143 - 6,194.8968
1143,35.926
1157 - 30,5.5085
1157 - 60,9.8336
1157 - 90,13.5864
1157,5.5085
1160 - 30,2.7945
1160 - 60,5.2304
1160 - 90,6.912
1160,2.7945
1161 - 1,3.6685
1161 - 3,9.8224
1161 - 6,17.2908
1161,3.6685
1162 - 20,10.3845
1162 - 40,18.5024
1162 - 80,33.4368
1162,10.3845
1163 - 1,54.901
1163 - 3,157.416
1163 - 6,297.7992
1163,54.901
1164 - 30,15.134
1164 - 60,26.7008
1164 - 90,37.5516
1164,15.134
1165 - 30,26.956
1165 - 60,51.52
1165 - 90,73.0836
1165,26.956
1173 - 1,19.1475
1173 - 3,52.9872
1173 - 6,99.3384
1173,19.1475
1174 - 1,33.787
1174 - 3,96.8464
1174 - 6,183.2004
1174,33.787
1185 - 1,12.7765
1185 - 3,33.5328
1185 - 5,51.4404
1185,12.7765
1186 - 1,17.756
1186 - 3,49.1232
1186 - 6,92.1132
1186,17.756
1187 - 1,17.756
1187 - 3,49.1344
1187 - 6,92.1348
1187,17.756
1193 - 8,7.25
1193 - 16,13.28
1193,7.25
1194 - 32,24.0695
1194 - 64,45.2144
1194 - 128,84.7692
1194,24.0695
1195 - 30,4.577
1195 - 60,8.1872
1195 - 90,11.2968
1195,4.577
1196 - 30,5.3935
1196 - 60,9.6432
1196 - 90,13.3272
1196,5.3935
1197 - 32,158.424
1197 - 8,302.8256
1197 - 12,401.0256
1197,158.424
1201 - 1,7.1875
1201 - 3,18.4128
1201 - 6,33.264
1201,7.1875
1202 - 1,4.577
1202 - 3,12.2752
1202 - 6,21.222
1202,4.577
1205 - 30,10.1545
1205 - 60,18.1104
1205 - 90,24.5484
1205,10.1545
1206 - 1,17.25
1206 - 3,48.5856
1206 - 6,75.924
1206,17.25
1207 - 6,46
1207 - 12,89.6
1207 - 18,118.8
1207,46
1209 - 1,8.3375
1209 - 3,21.3472
1209 - 6,38.5776
1209,8.3375
1210 - 1,8.3375
1210 - 3,21.3472
1210 - 6,38.5776
1210,8.3375
1211 - 1,8.3375
1211 - 3,21.3472
1211 - 6,38.5776
1211,8.3375
1212 - 1,8.3375
1212 - 3,21.3472
1212 - 6,38.5776
1212,8.3375
1213 - 1,8.3375
1213 - 3,21.3472
1213 - 6,38.5776
1213,8.3375
1214 - 1,8.3375
1214 - 3,21.3472
1214 - 6,38.5776
1214,8.3375
1216 - 1,8.3375
1216 - 3,21.3472
1216 - 6,38.5776
1216,8.3375
1217 - 1,8.3375
1217 - 3,21.3472
1217 - 6,38.5776
1217,8.3375
1218 - 1,15.318
1218 - 3,42.3808
1218 - 6,79.4772
1218,15.318
1219 - 1,15.318
1219 - 3,42.3808
1219 - 6,79.4772
1219,15.318
1220 - 1,15.318
1220 - 3,42.3808
1220 - 6,79.4772
1220,15.318
1221 - 1,15.318
1221 - 3,42.3808
1221 - 6,79.4772
1221,15.318
1222 - 1,15.318
1222 - 3,42.3808
1222 - 6,79.4772
1222,15.318
1223 - 1,15.318
1223 - 3,42.3808
1223 - 6,79.4772
1223,15.318
1224 - 1,15.318
1224 - 3,42.3808
1224 - 6,79.4772
1224,15.318
1225 - 1,15.318
1225 - 3,42.3808
1225 - 6,79.4772
1225,15.318
1226 - 1,15.318
1226 - 3,42.3808
1226 - 6,79.4772
1226,15.318
1227 - 1,15.318
1227 - 3,42.3808
1227 - 6,79.4772
1227,15.318
1228 - 1,15.318
1228 - 3,42.3808
1228 - 6,79.4772
1228,15.318
1229 - 1,15.318
1229 - 3,42.3808
1229 - 6,79.4772
1229,15.318
1230 - 1,15.318
1230 - 3,42.3808
1230 - 6,79.4772
1230,15.318
1231 - 1,15.318
1231 - 3,42.3808
1231 - 6,79.4772
1231,15.318
1232 - 1,13.524
1232 - 3,38.1024
1232 - 6,71.442
1232,13.524
1233 - 1,15.318
1233 - 3,42.3808
1233 - 6,79.4772
1233,15.318
1234 - 1,15.318
1234 - 3,42.3808
1234 - 6,79.4772
1234,15.318
1235 - 1,13.524
1235 - 3,38.1024
1235 - 6,71.442
1235,13.524
1236 - 1,15.318
1236 - 3,42.3808
1236 - 6,79.4772
1236,15.318
1237 - 1,15.318
1237 - 3,42.3808
1237 - 6,79.4772
1237,15.318
1238 - 1,15.318
1238 - 3,42.3808
1238 - 6,79.4772
1238,15.318
1239 - 1,15.318
1239 - 3,42.3808
1239 - 6,79.4772
1239,15.318
1240 - 1,15.318
1240 - 3,42.3808
1240 - 6,79.4772
1240,15.318
1241 - 1,15.318
1241 - 3,42.3808
1241 - 6,79.4772
1241,15.318
1242 - 1,15.318
1242 - 3,42.3808
1242 - 6,79.4772
1242,15.318
1243 - 1,15.318
1243 - 3,42.3808
1243 - 6,79.4772
1243,15.318
1244 - 1,15.318
1244 - 3,42.3808
1244 - 6,79.4772
1244,15.318
1245 - 1,15.318
1245 - 3,42.3808
1245 - 6,79.4772
1245,15.318
1246 - 1,15.318
1246 - 3,42.3808
1246 - 6,79.4772
1246,15.318
1247 - 1,15.318
1247 - 3,42.3808
1247 - 6,79.4772
1247,15.318
1248 - 1,15.318
1248 - 3,42.3808
1248 - 6,79.4772
1248,15.318
1249 - 1,15.318
1249 - 3,42.3808
1249 - 6,79.4772
1249,15.318
1250 - 1,15.318
1250 - 3,42.3808
1250 - 6,79.4772
1250,15.318
1251 - 1,15.318
1251 - 3,42.3808
1251 - 6,79.4772
1251,15.318
1252 - 1,15.318
1252 - 3,42.3808
1252 - 6,79.4772
1252,15.318
1253 - 1,15.318
1253 - 3,42.3808
1253 - 6,79.4772
1253,15.318
1254 - 1,15.318
1254 - 3,42.3808
1254 - 6,79.4772
1254,15.318
1255 - 1,15.318
1255 - 3,42.3808
1255 - 6,79.4772
1255,15.318
1256 - 1,15.318
1256 - 3,42.3808
1256 - 6,79.4772
1256,15.318
1257 - 1,15.318
1257 - 3,42.3808
1257 - 6,79.4772
1257,15.318
1258 - 1,15.318
1258 - 3,42.3808
1258 - 6,79.4772
1258,15.318
1259 - 1,15.318
1259 - 3,42.3808
1259 - 6,79.4772
1259,15.318
1260 - 1,15.318
1260 - 3,42.3808
1260 - 6,79.4772
1260,15.318
1261 - 1,15.318
1261 - 3,42.3808
1261 - 6,79.4772
1261,15.318
1262 - 1,15.318
1262 - 3,42.3808
1262 - 6,79.4772
1262,15.318
1263 - 1,15.318
1263 - 3,42.3808
1263 - 6,79.4772
1263,15.318
1264 - 1,15.318
1264 - 3,42.3808
1264 - 6,79.4772
1264,15.318
1265 - 1,15.318
1265 - 3,42.3808
1265 - 6,79.4772
1265,15.318
1266 - 1,15.318
1266 - 3,42.3808
1266 - 6,79.4772
1266,15.318
1267 - 1,15.318
1267 - 3,42.3808
1267 - 6,79.4772
1267,15.318
1268 - 1,15.318
1268 - 3,42.3808
1268 - 6,79.4772
1268,15.318
1269 - 1,9.720375
1269 - 3,26.67168
1269 - 6,51.43824
1269,9.720375
1270 - 1,15.318
1270 - 3,42.3808
1270 - 6,79.4772
1270,15.318
1271 - 1,43.1135
1271 - 3,123.6256
1271 - 6,233.874
1271,43.1135
1272 - 1,7.13
1272 - 3,18.2672
1272 - 6,33.0264
1272,7.13
1273 - 1,24.0695
1273 - 3,67.816
1273 - 6,127.1592
1273,24.0695
1274 - 1,22.563
1274 - 3,63.5824
1274 - 6,119.2104
1274,22.563
1275 - 1,18.3885
1275 - 3,50.8592
1275 - 6,95.364
1275,18.3885
1276 - 1,28.75
1276 - 3,82.4208
1276 - 6,155.9196
1276,28.75
1277 - 1,18.3885
1277 - 3,50.8592
1277 - 6,95.364
1277,18.3885
1278 - 1,8.2685
1278 - 3,21.7056
1278 - 6,39.96
1278,8.2685
1279 - 60,33.3155
1279 - 90,47.7568
1279 - 120,60.2316
1279,33.3155
1280 - 1,6.85055
1280 - 3,18.797184
1280 - 6,36.240048
1280,0
1281 - 1,6.79765
1281 - 3,18.639936
1281 - 6,35.948448
1281,0
1283 - 1,13.064
1283 - 3,34.5632
1283 - 6,64.8108
1283,13.064
1284 - 1,13.064
1284 - 3,34.5632
1284 - 6,64.8108
1284,13.064
1285 - 1,10.0625
1285 - 3,26.4096
1285 - 6,48.6108
1285,10.0625
1286 - 1,13.064
1286 - 3,34.5632
1286 - 6,64.8108
1286,13.064
1287 - 1,7.13
1287 - 3,18.2672
1287 - 6,33.0264
1287,7.13
1306 - 1,15.318
1306 - 3,42.3808
1306 - 6,79.4772
1306,15.318
1310 - 1,15.318
1310 - 3,42.3808
1310 - 6,79.4772
1310,15.318
1313 - 1,15.318
1313 - 3,42.3808
1313 - 6,79.4772
1313,15.318
1318 - 1,15.318
1318 - 3,42.3808
1318 - 6,79.4772
1318,15.318
1320 - 1,15.318
1320 - 3,42.3808
1320 - 6,79.4772
1320,15.318
1326 - 30,9.244275
1326 - 60,19.88
1326 - 90,27.2268
1326,20.4125
1327 - 30,15.2375
1327 - 60,26.8688
1327 - 90,37.7892
1327,15.2375
1329 - 30,3.3005
1329 - 60,6.1488
1329 - 90,8.1324
1329,3.3005
1330 - 30,2.1965
1330 - 60,4.0992
1330 - 90,5.6592
1330,2.1965
1331 - 30,3.013
1331 - 60,5.6336
1331 - 90,7.4628
1331,3.013
1332 - 50,15.916
1332 - 75,22.4224
1332 - 100,28.0368
1332,15.916
1333 - 30,2.7025
1333 - 60,5.0176
1333 - 90,6.9336
1333,2.7025
1338 - 30,4.163
1338 - 60,7.7616
1338 - 90,10.2708
1338,4.163
1339 - 32,199.9505
1339 - 64,382.1888
1339 - 128,723.0276
1339,199.9505
1340 - 30,4.186
1340 - 60,7.4704
1340 - 90,10.2924
1340,4.186
1341 - 30,4.945
1341 - 60,8.8368
1341 - 90,12.204
1341,4.945
1342 - 30,1.863
1342 - 60,3.4608
1342 - 90,4.7844
1342,1.863
1343 - 30,92.4485
1343 - 60,176.6912
1343 - 90,250.7112
1343,92.4485
1344 - 30,124.3035
1344 - 60,237.608
1344 - 90,337.122
1344,124.3035
1345 - 60,6.946
1345 - 120,12.936
1345 - 180,17.8632
1345,6.946
1347 - 30,11.1665
1347 - 60,19.9024
1347 - 90,26.9784
1347,11.1665
1351 - 1,7.176
1351 - 3,18.4128
1351 - 6,33.264
1351,7.176
1352 - PVC Jar,0
1352,0
1354 - 1,15.4445
1354 - 3,42.7168
1354 - 6,80.1036
1354,15.4445
1356 - 30,19.7225
1356 - 60,38.4048
1356 - 90,55.555632
1356,19.7225
1357 - 1,24.0695
1357 - 3,67.816
1357 - 6,127.1592
1357,24.0695
1358 - 1,24.0695
1358 - 3,67.816
1358 - 6,127.1592
1358,24.0695
1359 - 1,28.75
1359 - 3,82.4208
1359 - 6,155.9196
1359,28.75
1360 - 1,24.0695
1360 - 3,67.816
1360 - 6,127.1592
1360,24.0695
1361 - 1,24.0695
1361 - 3,67.816
1361 - 6,127.1592
1361,24.0695
1362 - 1,18.3885
1362 - 3,50.8592
1362 - 6,95.364
1362,18.3885
1363 - 1,28.75
1363 - 3,82.4208
1363 - 6,155.9196
1363,28.75
1364 - 1,24.0695
1364 - 3,67.816
1364 - 6,127.1592
1364,24.0695
1366 - 60,5.865
1366 - 180,15.0304
1366 - 360,27.162
1366,5.865
1367 - 1,3.703
1367 - 3,9.9232
1367 - 6,17.4636
1367,3.703
1370 - 30,23.4945
1370 - 60,44.1392
1370 - 90,62.0676
1370,23.4945
1017 - 5,6.6815
1017 - 10,11.9504
1017 - 20,20.6388
1017,6.6815
941 - 20,52
941 - 40,100
941 - 80,195
941,52
946 - 20,25
946 - 40,50
946 - 80,97
946,25
951 - 20,52
951 - 40,100
951 - 80,195
951,52
956 - 20,52
956 - 40,100
956 - 80,195
956,25
962 - 20,52
962 - 40,100
962 - 80,195
962,25
967 - 20,25
967 - 40,50
967 - 80,97
967,25
972 - 20,52
972 - 40,100
972 - 80,195
972,25
977 - 20,25
977 - 40,50
977 - 80,100
977,25
989 - 20,30
989 - 40,59
989 - 80,116
989,30
990 - 20,20
990 - 40,38
990 - 80,74
990,20
992 - 28,52.5
992 - 56,103
992 - 84,152
992,52.5
993 - 56,105
993 - 112,206
993,105
995 - 14,27
995 - 100,184
995 - 150,270
995,27
996 - 1,16
996 - 3,46
996 - 6,89
996,16
1175 - 20,52
1175 - 40,100
1175 - 80,195
1175,28.75
1176 - 20,52
1176 - 40,100
1176 - 80,195
1176,28.75
1177 - 30,57
1177 - 60,111
1177 - 90,163
1177,57
613 - 3,22.563
613 - 6,42.3808
613 - 9,59.6052
613,22.563
1045 - 20,52
1045 - 40,100
1045 - 80,195
1045,52
1050 - 28,70
1050 - 56,137.2
1050 - 70,168
1050,39.62
1055 - 20,52
1055 - 40,100
1055 - 80,195
1055,52
1060 - 20,38
1060 - 40,74
1060 - 80,145
1060,38
1065 - 20,52
1065 - 40,100
1065 - 80,195
1065,52
1071 - 30,57
1071 - 60,110
1071 - 90,163
1071,57
1376 - 20,37.84
1376 - 60,110.38
1376 - 100,183.96
1376,19.62
1377 - 20,37.84
1377 - 60,110.38
1377 - 100,183.96
1377,19.62
12345,8.67
1376-10,19.62
1376-30,56
1377-10,19.62
1377-30,55.19
445-300,43.25
445-600,84.1
445,43.25
408 - 90,296.47
408 - 60,196.224
408 - 30,96.4116
408,102.6605
